"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Profit","Profit_Margin"
"2274","DRD27",18.75,"Low_Fat",0.023975,"Dairy",99.0042,"OUT017","2007","Small","Tier 2","Supermarket Type1",694.4294,595.4252,85.743
"2275","FDI12",9.395,"Regular",0.100603,"Baking Goods",88.3856,"OUT045","2002","Small","Tier 2","Supermarket Type1",703.0848,614.6992,87.429
"2276","FDQ33",13.35,"Low_Fat",0.09119,"Snack Foods",149.3708,"OUT035","2004","Small","Tier 2","Supermarket Type1",4514.124,4364.7532,96.691
"2277","FDQ27",5.19,"Regular",0.077481,"Meat",101.399,"OUT019","1985","Small","Tier 1","Grocery Store",206.398,104.999,50.872
"2278","NCB07",19.2,"Low_Fat",0.129732,"Household",196.211,"OUT010","1998","Small","Tier 3","Grocery Store",589.233,393.022,66.701
"2279","FDC08",19,"Regular",0.103364,"Fruits and Vegetables",226.172,"OUT013","1987","High","Tier 3","Supermarket Type1",3169.208,2943.036,92.863
"2280","FDD20",14.15,"Low_Fat",0.020715,"Fruits and Vegetables",124.2046,"OUT046","1997","Small","Tier 1","Supermarket Type1",2490.092,2365.8874,95.012
"2281","FDS24",20.85,"Regular",0.062213,"Baking Goods",88.1514,"OUT035","2004","Small","Tier 2","Supermarket Type1",1151.168,1063.0166,92.342
"2282","FDH34",8.63,"Low_Fat",0.031271,"Snack Foods",186.0582,"OUT017","2007","Small","Tier 2","Supermarket Type1",3900.922,3714.8638,95.23
"2283","NCX30",16.7,"Low_Fat",0.026729,"Household",248.4776,"OUT018","2009","Medium","Tier 3","Supermarket Type2",6439.618,6191.1404,96.141
"2284","FDM01",7.895,"Regular",0.094567,"Breakfast",104.5332,"OUT046","1997","Small","Tier 1","Supermarket Type1",1845.598,1741.0648,94.336
"2285","FDB20",7.72,"Low_Fat",0.051937,"Fruits and Vegetables",77.9986,"OUT013","1987","High","Tier 3","Supermarket Type1",934.7832,856.7846,91.656
"2286","NCK29",5.615,"Low_Fat",0.12648,"Health and Hygiene",121.573,"OUT017","2007","Small","Tier 2","Supermarket Type1",3202.498,3080.925,96.204
"2287","FDS11",7.05,"Regular",0.055645,"Breads",224.9088,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2684.506,2459.5972,91.622
"2288","NCV41",14.35,"Low_Fat",0.028519,"Health and Hygiene",109.2228,"OUT010","1998","Small","Tier 3","Grocery Store",221.0456,111.8228,50.588
"2289","DRL60",8.52,"Low_Fat",0.027101,"Soft Drinks",151.7682,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2439.491,2287.7228,93.779
"2290","FDV10",7.645,"Regular",0.067083,"Snack Foods",44.0112,"OUT017","2007","Small","Tier 2","Supermarket Type1",596.5568,552.5456,92.622
"2291","FDV09",12.1,"Low_Fat",0.020652,"Snack Foods",149.5734,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2227.101,2077.5276,93.284
"2292","FDQ39",14.8,"Low_Fat",0.081042,"Meat",192.4846,"OUT046","1997","Small","Tier 1","Supermarket Type1",5159.284,4966.7994,96.269
"2293","DRE49",20.75,"Low_Fat",0.021337,"Soft Drinks",153.6024,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1366.222,1212.6196,88.757
"2294","FDR45",10.8,"Low_Fat",0.029002,"Snack Foods",238.6222,"OUT045","2002","Small","Tier 2","Supermarket Type1",8604.799,8366.1768,97.227
"2295","DRJ23",18.35,"Low_Fat",0.069745,"Hard Drinks",190.2872,"OUT010","1998","Small","Tier 3","Grocery Store",378.1744,187.8872,49.683
"2296","FDQ26",13.5,"Regular",0.068149,"Dairy",58.6562,"OUT018","2009","Medium","Tier 3","Supermarket Type2",711.0744,652.4182,91.751
"2297","NCA06",20.5,"Low_Fat",0.144094,"Household",34.819,"OUT017","2007","Small","Tier 2","Supermarket Type1",1061.951,1027.132,96.721
"2298","FDT24",12.35,"Regular",0.186616,"Baking Goods",78.6328,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1004.026,925.3932,92.168
"2299","DRG27",8.895,"Low_Fat",0.105324,"Dairy",39.1138,"OUT045","2002","Small","Tier 2","Supermarket Type1",609.207,570.0932,93.58
"2300","FDR02",16.7,"Low_Fat",0.02211,"Dairy",110.8886,"OUT045","2002","Small","Tier 2","Supermarket Type1",3558.035,3447.1464,96.883
"2301","DRG37",16.2,"Low_Fat",0.019375,"Soft Drinks",155.8972,"OUT035","2004","Small","Tier 2","Supermarket Type1",2025.364,1869.4668,92.303
"2302","FDJ07",7.26,"Low_Fat",0.014482,"Meat",118.115,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1864.24,1746.125,93.664
"2303","FDP32",6.65,"Low_Fat",0.087806,"Fruits and Vegetables",126.7678,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1907.517,1780.7492,93.354
"2304","FDV59",13.35,"Low_Fat",0.048027,"Breads",218.9166,"OUT046","1997","Small","Tier 1","Supermarket Type1",5660.632,5441.7154,96.133
"2305","FDP60",17.35,"Low_Fat",0.055908,"Baking Goods",99.8016,"OUT035","2004","Small","Tier 2","Supermarket Type1",607.2096,507.408,83.564
"2306","FDE32",20.7,"Low_Fat",0.048523,"Fruits and Vegetables",39.6506,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1024.666,985.0154,96.13
"2307","FDK26",5.46,"Regular",0.032359,"Canned",187.424,"OUT017","2007","Small","Tier 2","Supermarket Type1",3169.208,2981.784,94.086
"2308","FDW28",18.25,"Low_Fat",0.088807,"Frozen Foods",197.3452,"OUT035","2004","Small","Tier 2","Supermarket Type1",2740.433,2543.0878,92.799
"2309","FDP56",8.185,"Low_Fat",0.046556,"Fruits and Vegetables",47.7692,"OUT049","1999","Medium","Tier 1","Supermarket Type1",640.4996,592.7304,92.542
"2310","FDT25",7.5,"Low_Fat",0.050751,"Canned",122.2072,"OUT046","1997","Small","Tier 1","Supermarket Type1",1960.115,1837.9078,93.765
"2311","FDQ12",12.65,"Low_Fat",0.035404,"Baking Goods",230.601,"OUT035","2004","Small","Tier 2","Supermarket Type1",2067.309,1836.708,88.845
"2312","FDR60",14.3,"Low_Fat",0.13039,"Baking Goods",77.2328,"OUT035","2004","Small","Tier 2","Supermarket Type1",231.6984,154.4656,66.667
"2313","FDZ10",17.85,"Low_Fat",0.074423,"Snack Foods",128.002,"OUT010","1998","Small","Tier 3","Grocery Store",253.004,125.002,49.407
"2314","FDM13",6.425,"Low_Fat",0.105743,"Breakfast",130.5626,"OUT010","1998","Small","Tier 3","Grocery Store",131.1626,0.599999999999994,0.457
"2315","FDF26",6.825,"Regular",0.046729,"Canned",153.4998,"OUT045","2002","Small","Tier 2","Supermarket Type1",2153.197,1999.6972,92.871
"2316","FDN02",16.5,"Low_Fat",0.07347,"Canned",205.3638,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5383.659,5178.2952,96.185
"2317","NCI30",20.25,"Low_Fat",0.058886,"Household",245.546,"OUT013","1987","High","Tier 3","Supermarket Type1",1724.422,1478.876,85.761
"2318","NCJ31",19.2,"Low_Fat",0.182938,"Others",243.0196,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3615.294,3372.2744,93.278
"2319","NCQ54",17.7,"Low_Fat",0.020993,"Household",166.8474,"OUT010","1998","Small","Tier 3","Grocery Store",168.4474,1.59999999999999,0.95
"2320","FDB02",9.695,"Regular",0.029223,"Canned",175.437,"OUT045","2002","Small","Tier 2","Supermarket Type1",2999.429,2823.992,94.151
"2321","FDC02",21.35,"Low_Fat",0.068489,"Canned",259.3278,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4165.245,3905.9172,93.774
"2322","FDA11",7.75,"Low_Fat",0.043327,"Baking Goods",95.6436,"OUT045","2002","Small","Tier 2","Supermarket Type1",1134.523,1038.8794,91.57
"2323","DRI23",18.85,"Low_Fat",0.136533,"Hard Drinks",159.6578,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2888.24,2728.5822,94.472
"2324","FDE04",19.75,"Regular",0.018051,"Frozen Foods",179.866,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2696.49,2516.624,93.33
"2325","FDW38",5.325,"Regular",0.232122,"Dairy",55.5298,"OUT010","1998","Small","Tier 3","Grocery Store",53.9298,-1.6,-2.967
"2326","FDG46",8.63,"Regular",0.057621,"Snack Foods",115.4518,"OUT019","1985","Small","Tier 1","Grocery Store",113.8518,-1.60000000000001,-1.405
"2327","NCJ05",18.7,"Low_Fat",0.045865,"Health and Hygiene",152.3682,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2287.023,2134.6548,93.338
"2328","FDU01",20.25,"Regular",0.021002,"Canned",185.1924,"OUT019","1985","Small","Tier 1","Grocery Store",555.2772,370.0848,66.649
"2329","FDY11",6.71,"Regular",0.029728,"Baking Goods",66.6142,"OUT017","2007","Small","Tier 2","Supermarket Type1",1120.541,1053.9268,94.055
"2330","FDX60",14.35,"Low_Fat",0.080527,"Baking Goods",79.296,"OUT013","1987","High","Tier 3","Supermarket Type1",719.064,639.768,88.972
"2331","NCN29",15.2,"Low_Fat",0.013164,"Health and Hygiene",47.8034,"OUT049","1999","Medium","Tier 1","Supermarket Type1",437.4306,389.6272,89.072
"2332","FDT07",5.82,"Regular",0.0752294444444444,"Fruits and Vegetables",256.633,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2050.664,1794.031,87.485
"2333","FDI21",5.59,"Regular",0.056833,"Snack Foods",61.9168,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1214.419,1152.5022,94.902
"2334","FDI41",18.5,"Regular",0.062257,"Frozen Foods",148.0418,"OUT046","1997","Small","Tier 1","Supermarket Type1",2059.985,1911.9432,92.813
"2335","FDE10",6.67,"Regular",0.089513,"Snack Foods",133.1626,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3672.553,3539.3904,96.374
"2336","FDQ28",14,"Regular",0.060427,"Frozen Foods",153.5656,"OUT046","1997","Small","Tier 1","Supermarket Type1",3089.312,2935.7464,95.029
"2337","FDY32",7.605,"Low_Fat",0.216323,"Fruits and Vegetables",165.021,"OUT010","1998","Small","Tier 3","Grocery Store",815.605,650.584,79.767
"2338","NCK05",20.1,"Low_Fat",0.135612,"Health and Hygiene",61.1536,"OUT019","1985","Small","Tier 1","Grocery Store",61.2536,0.100000000000001,0.163
"2339","FDH12",9.6,"Low_Fat",0.085126,"Baking Goods",107.128,"OUT045","2002","Small","Tier 2","Supermarket Type1",1278.336,1171.208,91.62
"2340","FDJ27",17.7,"Regular",0.122565,"Meat",103.8674,"OUT017","2007","Small","Tier 2","Supermarket Type1",1528.011,1424.1436,93.202
"2341","DRL35",15.7,"Low_Fat",0.0263321428571429,"Hard Drinks",43.377,"OUT010","1998","Small","Tier 3","Grocery Store",129.831,86.454,66.59
"2342","NCY29",13.65,"Low_Fat",0.077671,"Health and Hygiene",55.093,"OUT017","2007","Small","Tier 2","Supermarket Type1",1301.639,1246.546,95.767
"2343","FDC21",14.6,"Regular",0.043202,"Fruits and Vegetables",110.1254,"OUT017","2007","Small","Tier 2","Supermarket Type1",1844.932,1734.8066,94.031
"2344","FDM33",15.6,"Low_Fat",0.088216,"Snack Foods",220.1798,"OUT017","2007","Small","Tier 2","Supermarket Type1",5068.735,4848.5552,95.656
"2345","DRJ39",20.25,"Low_Fat",0.036296,"Dairy",217.5482,"OUT013","1987","High","Tier 3","Supermarket Type1",1095.241,877.6928,80.137
"2346","FDB22",8.02,"Low_Fat",0.186529,"Snack Foods",151.9998,"OUT010","1998","Small","Tier 3","Grocery Store",307.5996,155.5998,50.585
"2347","FDC32",18.35,"Low_Fat",0.099027,"Fruits and Vegetables",93.8462,"OUT013","1987","High","Tier 3","Supermarket Type1",1295.647,1201.8008,92.757
"2348","FDD02",16.6,"Low_Fat",0.0369878,"Canned",118.8124,"OUT046","1997","Small","Tier 1","Supermarket Type1",2607.273,2488.4606,95.443
"2349","FDL28",10,"Regular",0.063163,"Frozen Foods",228.6668,"OUT035","2004","Small","Tier 2","Supermarket Type1",3455.502,3226.8352,93.383
"2350","FDL39",16.1,"Regular",0.06343,"Dairy",179.4318,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2345.613,2166.1812,92.35
"2351","FDV37",13,"Regular",0.139785,"Canned",196.2426,"OUT010","1998","Small","Tier 3","Grocery Store",197.7426,1.5,0.759
"2352","FDA28",16.1,"Regular",0.048072,"Frozen Foods",126.5362,"OUT017","2007","Small","Tier 2","Supermarket Type1",1761.707,1635.1708,92.817
"2353","FDL04",19,"Low_Fat",0.112097,"Frozen Foods",105.5622,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1905.52,1799.9578,94.46
"2354","FDR10",17.6,"Low_Fat",0.010038,"Snack Foods",163.5552,"OUT035","2004","Small","Tier 2","Supermarket Type1",3086.649,2923.0938,94.701
"2355","FDA39",6.32,"Low_Fat",0.01279,"Meat",39.1822,"OUT017","2007","Small","Tier 2","Supermarket Type1",1060.619,1021.4368,96.306
"2356","FDR15",9.3,"Regular",0.033432,"Meat",153.1314,"OUT035","2004","Small","Tier 2","Supermarket Type1",4653.942,4500.8106,96.71
"2357","FDQ40",11.1,"Regular",0.036231,"Frozen Foods",175.0712,"OUT017","2007","Small","Tier 2","Supermarket Type1",3339.653,3164.5818,94.758
"2358","DRG23",8.88,"Low_Fat",0.086361,"Hard Drinks",151.2682,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2439.491,2288.2228,93.799
"2359","FDU36",6.15,"Low_Fat",0.046232,"Baking Goods",99.4384,"OUT013","1987","High","Tier 3","Supermarket Type1",1379.538,1280.0996,92.792
"2360","FDF47",20.85,"Low_Fat",0.097618,"Starchy Foods",223.9746,"OUT046","1997","Small","Tier 1","Supermarket Type1",897.4984,673.5238,75.045
"2361","FDH14",17.1,"Regular",0.046809,"Canned",141.4838,"OUT046","1997","Small","Tier 1","Supermarket Type1",1404.838,1263.3542,89.929
"2362","FDO45",13.15,"Regular",0.038107,"Snack Foods",86.3856,"OUT018","2009","Medium","Tier 3","Supermarket Type2",615.1992,528.8136,85.958
"2363","FDK60",16.5,"Regular",0.093847,"Baking Goods",95.7068,"OUT035","2004","Small","Tier 2","Supermarket Type1",1069.275,973.5682,91.049
"2364","FDS43",11.65,"Low_Fat",0.040744,"Fruits and Vegetables",185.924,"OUT017","2007","Small","Tier 2","Supermarket Type1",4101.328,3915.404,95.467
"2365","FDN44",13.15,"Low_Fat",0.022831,"Fruits and Vegetables",160.292,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4793.76,4633.468,96.656
"2366","FDS34",19.35,"Regular",0.076878,"Snack Foods",113.9518,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1138.518,1024.5662,89.991
"2367","FDU20",19.35,"Regular",0.021501,"Fruits and Vegetables",122.2098,"OUT045","2002","Small","Tier 2","Supermarket Type1",2771.725,2649.5152,95.591
"2368","FDP44",16.5,"Regular",0.079647,"Fruits and Vegetables",101.4332,"OUT013","1987","High","Tier 3","Supermarket Type1",1948.131,1846.6978,94.793
"2369","FDC02",21.35,"Low_Fat",0.068809,"Canned",258.5278,"OUT035","2004","Small","Tier 2","Supermarket Type1",5206.556,4948.0282,95.035
"2370","FDT56",16,"Regular",0.115571,"Fruits and Vegetables",57.5246,"OUT035","2004","Small","Tier 2","Supermarket Type1",173.7738,116.2492,66.897
"2371","NCA06",20.5,"Low_Fat",0.143164,"Household",34.919,"OUT013","1987","High","Tier 3","Supermarket Type1",73.238,38.319,52.321
"2372","FDE04",19.75,"Regular",0.018008,"Frozen Foods",180.466,"OUT013","1987","High","Tier 3","Supermarket Type1",3415.554,3235.088,94.716
"2373","NCX06",17.6,"Low_Fat",0.015776,"Household",179.1976,"OUT017","2007","Small","Tier 2","Supermarket Type1",3803.05,3623.8524,95.288
"2374","FDX49",4.615,"Regular",0.102408,"Canned",234.33,"OUT017","2007","Small","Tier 2","Supermarket Type1",3961.51,3727.18,94.085
"2375","DRM59",5.88,"Low_Fat",0.003607,"Hard Drinks",154.1998,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1384.198,1229.9982,88.86
"2376","FDJ34",11.8,"Regular",0.093801,"Snack Foods",126.0704,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1251.704,1125.6336,89.928
"2377","FDP60",17.35,"Low_Fat",0.0399755714285714,"Baking Goods",101.9016,"OUT013","1987","High","Tier 3","Supermarket Type1",1821.629,1719.7274,94.406
"2378","FDI07",12.35,"Regular",0.033761,"Meat",196.9426,"OUT046","1997","Small","Tier 1","Supermarket Type1",5141.308,4944.3654,96.169
"2379","FDV07",9.5,"Low_Fat",0.031131,"Fruits and Vegetables",111.0228,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3205.161,3094.1382,96.536
"2380","FDH41",9,"Low_Fat",0.082178,"Frozen Foods",214.1534,"OUT045","2002","Small","Tier 2","Supermarket Type1",1720.427,1506.2736,87.552
"2381","NCB31",6.235,"Low_Fat",0.118859,"Household",263.291,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3418.883,3155.592,92.299
"2382","FDW34",9.6,"Low_Fat",0.034323,"Snack Foods",244.817,"OUT035","2004","Small","Tier 2","Supermarket Type1",4374.306,4129.489,94.403
"2383","FDX45",16.75,"Low_Fat",0.105449,"Snack Foods",156.163,"OUT017","2007","Small","Tier 2","Supermarket Type1",782.315,626.152,80.038
"2384","FDH14",17.1,"Regular",0.046881,"Canned",141.3838,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1685.806,1544.4222,91.613
"2385","FDF26",6.825,"Regular",0.078057,"Canned",154.5998,"OUT010","1998","Small","Tier 3","Grocery Store",153.7998,-0.799999999999983,-0.52
"2386","FDU24",6.78,"Regular",0.140956,"Baking Goods",92.212,"OUT017","2007","Small","Tier 2","Supermarket Type1",4101.328,4009.116,97.752
"2387","FDX11",16,"Regular",0.107187,"Baking Goods",181.9634,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3453.505,3271.5416,94.731
"2388","FDF35",15,"Low_Fat",0.15396,"Starchy Foods",105.9938,"OUT035","2004","Small","Tier 2","Supermarket Type1",1179.132,1073.1382,91.011
"2389","NCC43",7.39,"Low_Fat",0.093161,"Household",251.3066,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1004.026,752.7194,74.97
"2390","FDG29",17.6,"Low_Fat",0.056292,"Frozen Foods",42.5454,"OUT046","1997","Small","Tier 1","Supermarket Type1",419.454,376.9086,89.857
"2391","FDS44",12.65,"Regular",0.156044,"Fruits and Vegetables",239.6538,"OUT046","1997","Small","Tier 1","Supermarket Type1",3845.661,3606.0072,93.768
"2392","FDZ10",17.85,"Low_Fat",0.044463,"Snack Foods",127.102,"OUT046","1997","Small","Tier 1","Supermarket Type1",2024.032,1896.93,93.72
"2393","FDC52",11.15,"Regular",0.008273,"Dairy",150.4708,"OUT013","1987","High","Tier 3","Supermarket Type1",1956.12,1805.6492,92.308
"2394","DRL35",15.7,"Low_Fat",0.030698,"Hard Drinks",42.877,"OUT035","2004","Small","Tier 2","Supermarket Type1",1168.479,1125.602,96.331
"2395","NCP55",14.65,"Low_Fat",0.00887316666666667,"Others",56.4614,"OUT010","1998","Small","Tier 3","Grocery Store",55.2614,-1.2,-2.171
"2396","FDV38",19.25,"Low_Fat",0.101281,"Dairy",55.0956,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2020.037,1964.9414,97.273
"2397","FDL44",18.25,"Low_Fat",0.0123,"Fruits and Vegetables",160.4894,"OUT045","2002","Small","Tier 2","Supermarket Type1",3073.999,2913.5096,94.779
"2398","FDZ47",20.7,"Regular",0.0633818,"Baking Goods",98.7042,"OUT017","2007","Small","Tier 2","Supermarket Type1",1884.88,1786.1758,94.763
"2399","FDT45",15.85,"Low_Fat",0.057313,"Snack Foods",53.3956,"OUT046","1997","Small","Tier 1","Supermarket Type1",1364.89,1311.4944,96.088
"2400","FDN23",6.575,"Regular",0.075625,"Breads",145.7444,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3193.177,3047.4326,95.436
"2401","NCP43",17.75,"Low_Fat",0.030569,"Others",177.866,"OUT045","2002","Small","Tier 2","Supermarket Type1",2336.958,2159.092,92.389
"2402","DRJ24",11.8,"Low_Fat",0.198425,"Soft Drinks",185.2924,"OUT019","1985","Small","Tier 1","Grocery Store",370.1848,184.8924,49.946
"2403","FDA02",14,"Regular",0.029579,"Dairy",143.5786,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3756.444,3612.8654,96.178
"2404","FDH33",12.85,"Low_Fat",0.213125,"Snack Foods",44.9428,"OUT019","1985","Small","Tier 1","Grocery Store",175.7712,130.8284,74.431
"2405","FDF56",16.7,"Regular",0.120138,"Fruits and Vegetables",181.2976,"OUT017","2007","Small","Tier 2","Supermarket Type1",3078.659,2897.3614,94.111
"2406","NCN26",10.85,"Low_Fat",0.02868,"Household",115.1808,"OUT046","1997","Small","Tier 1","Supermarket Type1",2109.254,1994.0732,94.539
"2407","FDD22",10,"Low_Fat",0.099805,"Snack Foods",113.7544,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3243.778,3130.0236,96.493
"2408","FDU15",13.65,"Regular",0.044526,"Meat",37.9532,"OUT010","1998","Small","Tier 3","Grocery Store",71.9064,33.9532,47.219
"2409","FDB41",19,"Regular",0.162882,"Frozen Foods",46.8718,"OUT010","1998","Small","Tier 3","Grocery Store",189.0872,142.2154,75.212
"2410","FDZ35",9.6,"Regular",0.022404,"Breads",102.499,"OUT017","2007","Small","Tier 2","Supermarket Type1",2579.975,2477.476,96.027
"2411","FDT60",12,"Low_Fat",0.075976,"Baking Goods",124.1388,"OUT017","2007","Small","Tier 2","Supermarket Type1",1486.066,1361.9272,91.646
"2412","FDE51",5.925,"Regular",0.096449,"Dairy",43.8086,"OUT035","2004","Small","Tier 2","Supermarket Type1",312.2602,268.4516,85.97
"2413","NCQ06",13,"Low_Fat",0.041817,"Household",254.5014,"OUT035","2004","Small","Tier 2","Supermarket Type1",4845.027,4590.5256,94.747
"2414","FDS28",8.18,"Regular",0.082868,"Frozen Foods",58.5588,"OUT017","2007","Small","Tier 2","Supermarket Type1",171.7764,113.2176,65.91
"2415","FDH32",12.8,"Low_Fat",0.076214,"Fruits and Vegetables",96.541,"OUT045","2002","Small","Tier 2","Supermarket Type1",1834.279,1737.738,94.737
"2416","FDW37",19.2,"Low_Fat",0.124302,"Canned",89.7488,"OUT045","2002","Small","Tier 2","Supermarket Type1",2082.622,1992.8732,95.691
"2417","FDY33",14.5,"Regular",0.097201,"Snack Foods",159.4262,"OUT046","1997","Small","Tier 1","Supermarket Type1",2705.145,2545.7188,94.107
"2418","FDF17",5.19,"Low_Fat",0.042862,"Frozen Foods",196.811,"OUT017","2007","Small","Tier 2","Supermarket Type1",3731.809,3534.998,94.726
